,Result
16306,1
9843,0
9461,0
3229,0
3463,0
15929,1
25517,1
788,0
6379,0
26719,1
9235,0
10906,0
2180,0
25432,1
1969,0
14347,0
3857,0
10682,0
14420,0
12035,0
23156,1
19099,1
20514,1
10814,0
5017,0
1361,0
4029,0
25205,1
3650,0
24531,1
20490,1
10586,0
25552,1
8118,0
13737,0
25087,1
9473,0
4019,0
7944,0
27748,1
8119,0
15552,1
10079,0
13332,0
4009,0
18313,1
2059,0
29295,1
16343,1
3679,0
4913,0
25437,1
27357,1
6510,0
10182,0
19338,1
10996,0
15036,1
11359,0
21447,1
3610,0
14842,1
12060,0
28202,1
16602,1
8814,0
21245,1
13931,0
21696,1
21457,1
14701,1
3312,0
20723,1
10660,0
8376,0
19353,1
6083,0
21049,1
14205,0
26446,1
12859,0
7709,0
14937,1
20831,1
7865,0
24123,1
7267,0
19484,1
6137,0
20079,1
8479,0
4320,0
1518,0
8909,0
27280,1
13212,0
4442,0
12333,0
3335,0
16557,1
4240,0
2689,0
21604,1
26172,1
28997,1
29308,1
3133,0
19647,1
9446,0
11920,0
20986,1
2648,0
9463,0
27978,1
16311,1
10377,0
7530,0
24754,1
28794,1
23788,1
13498,0
6209,0
147,0
23983,1
11762,0
22263,1
18970,1
4400,0
6111,0
25642,1
28716,1
13082,0
27476,1
26733,1
16601,1
4055,0
23198,1
19052,1
7125,0
2869,0
25677,1
19438,1
13318,0
3431,0
23612,1
11542,0
16875,1
29177,1
27846,1
28289,1
9540,0
25041,1
8970,0
2307,0
13892,0
3565,0
6581,0
8720,0
5499,0
9498,0
10247,0
16766,1
252,0
15555,1
4662,0
12220,0
10895,0
9588,0
13301,0
9252,0
23340,1
17435,1
7283,0
12752,0
13567,0
27845,1
12437,0
15464,1
25105,1
134,0
12080,0
1011,0
22968,1
21149,1
22199,1
10812,0
4875,0
29135,1
15637,1
28505,1
20259,1
12763,0
3262,0
5698,0
19033,1
20353,1
10043,0
7525,0
3582,0
1526,0
3783,0
11396,0
28463,1
1705,0
11229,0
21356,1
23425,1
6491,0
28434,1
1754,0
7394,0
13850,0
14139,0
12995,0
12671,0
9129,0
6685,0
15401,1
27480,1
27148,1
14267,0
25986,1
21319,1
10817,0
7582,0
4067,0
8306,0
13834,0
23009,1
19339,1
26247,1
282,0
28119,1
26049,1
14492,0
17783,1
6289,0
8466,0
10748,0
16615,1
25213,1
21473,1
21626,1
28595,1
24486,1
1533,0
19531,1
17386,1
2192,0
19404,1
16121,1
3753,0
4174,0
23302,1
6892,0
4905,0
28166,1
20698,1
27780,1
6086,0
16245,1
28122,1
8805,0
7622,0
15285,1
1280,0
14723,1
7656,0
22236,1
24567,1
22318,1
26850,1
11936,0
20828,1
8055,0
22459,1
19740,1
21896,1
17226,1
29013,1
4385,0
28409,1
19222,1
16808,1
9520,0
11416,0
6048,0
14830,1
26967,1
28312,1
26012,1
17245,1
6667,0
1788,0
9179,0
16616,1
24450,1
7356,0
26991,1
28524,1
19492,1
24403,1
2055,0
264,0
17531,1
10382,0
9039,0
4291,0
3708,0
9128,0
23928,1
27415,1
28946,1
15933,1
2548,0
17798,1
9645,0
7042,0
13258,0
8074,0
15640,1
25821,1
10662,0
13503,0
1948,0
27107,1
25782,1
18878,1
29252,1
10155,0
21888,1
25436,1
16427,1
11398,0
5019,0
19216,1
6796,0
23740,1
26641,1
28932,1
18314,1
24587,1
6571,0
5352,0
24944,1
26761,1
13638,0
7381,0
25370,1
24104,1
4347,0
21433,1
467,0
6973,0
20735,1
19981,1
10654,0
1112,0
4897,0
1797,0
4904,0
20520,1
7982,0
13186,0
28013,1
20314,1
25244,1
25285,1
17894,1
18629,1
3030,0
28415,1
10061,0
242,0
26285,1
16904,1
27583,1
3925,0
2300,0
24244,1
24884,1
27544,1
15354,1
15937,1
3083,0
27390,1
17571,1
3317,0
13001,0
26262,1
5542,0
21107,1
27684,1
25128,1
17234,1
7989,0
15441,1
8235,0
10205,0
3564,0
7482,0
4900,0
19842,1
22413,1
10778,0
7875,0
2415,0
24411,1
25152,1
5875,0
5974,0
2062,0
14721,1
16957,1
24456,1
16963,1
28974,1
28060,1
8553,0
21452,1
8657,0
28919,1
2630,0
18442,1
15250,1
2971,0
25478,1
19388,1
7157,0
19410,1
6961,0
5697,0
18560,1
15562,1
13698,0
8449,0
5052,0
9544,0
10578,0
15870,1
4568,0
24249,1
14572,0
9865,0
27053,1
8264,0
9649,0
4999,0
617,0
19023,1
20056,1
5233,0
25661,1
2621,0
25944,1
20323,1
7558,0
2268,0
17685,1
20589,1
3231,0
13374,0
25636,1
11844,0
22106,1
12560,0
25394,1
3870,0
10656,0
9109,0
10190,0
19369,1
13311,0
3884,0
2952,0
13275,0
1142,0
24023,1
6632,0
11906,0
26803,1
20876,1
13416,0
1993,0
15779,1
24959,1
20129,1
11478,0
16463,1
13572,0
22043,1
12906,0
25582,1
14429,0
1244,0
21348,1
15318,1
25577,1
481,0
14570,0
6101,0
8496,0
4512,0
21702,1
23987,1
17265,1
27800,1
7647,0
4104,0
3514,0
14456,0
16841,1
22572,1
15914,1
27319,1
26019,1
25025,1
15005,1
6042,0
8612,0
17535,1
10044,0
2823,0
12379,0
25959,1
19096,1
24302,1
1845,0
9969,0
24844,1
466,0
14098,0
21434,1
689,0
25953,1
13135,0
20405,1
24269,1
19164,1
24916,1
29148,1
715,0
13188,0
5058,0
16767,1
14754,1
5366,0
10355,0
7707,0
6674,0
10233,0
17763,1
9116,0
23766,1
22290,1
7324,0
3873,0
12010,0
13203,0
22862,1
17452,1
424,0
9553,0
19296,1
28833,1
23170,1
14592,0
7269,0
18097,1
27417,1
953,0
19252,1
2250,0
19312,1
1098,0
10573,0
2848,0
19104,1
27467,1
13090,0
1622,0
6268,0
15932,1
6092,0
4630,0
23131,1
12932,0
26845,1
2503,0
9674,0
26265,1
11716,0
17201,1
13788,0
2207,0
24094,1
25428,1
7190,0
8710,0
26952,1
10672,0
23747,1
14427,0
20325,1
24998,1
19098,1
20784,1
21895,1
14395,0
15972,1
5164,0
6623,0
28488,1
1951,0
17858,1
12299,0
15905,1
12713,0
3943,0
18277,1
16688,1
9151,0
7565,0
10104,0
6257,0
13558,0
10725,0
14424,0
14849,1
10506,0
17631,1
6610,0
21205,1
14972,1
10095,0
24988,1
12210,0
7545,0
12963,0
11807,0
4245,0
20156,1
16242,1
14965,1
21750,1
701,0
5855,0
20281,1
14698,1
1194,0
21549,1
11792,0
27214,1
16020,1
11032,0
15528,1
21024,1
10524,0
18537,1
23801,1
8907,0
18082,1
17850,1
13720,0
6721,0
10267,0
21897,1
4579,0
2867,0
17072,1
19105,1
15017,1
27322,1
3375,0
15423,1
2491,0
20482,1
28763,1
20919,1
6735,0
27252,1
9678,0
25637,1
20623,1
19198,1
24434,1
3755,0
19525,1
27196,1
10663,0
18035,1
18,0
8260,0
17197,1
14289,0
18175,1
11679,0
28799,1
6604,0
4788,0
25371,1
9127,0
25981,1
20730,1
9912,0
522,0
10322,0
10243,0
646,0
20173,1
23553,1
25952,1
13653,0
7203,0
22430,1
1438,0
46,0
4413,0
12608,0
22084,1
9819,0
9667,0
4076,0
14834,1
4183,0
3974,0
26275,1
20546,1
7113,0
10134,0
8767,0
23624,1
11640,0
15040,1
9307,0
14924,1
22190,1
9941,0
3758,0
1566,0
26561,1
8716,0
17305,1
16363,1
5423,0
23946,1
21011,1
4599,0
10853,0
24796,1
2678,0
16869,1
14602,0
3269,0
6903,0
17113,1
4766,0
9597,0
6987,0
26791,1
7920,0
18705,1
22953,1
22983,1
4938,0
2506,0
26983,1
11843,0
19863,1
5916,0
16631,1
18556,1
8879,0
4386,0
19605,1
22139,1
20008,1
2805,0
12491,0
11741,0
803,0
28653,1
15799,1
20609,1
6888,0
20584,1
19418,1
23080,1
21582,1
1417,0
2176,0
18284,1
18976,1
5938,0
9602,0
23765,1
25368,1
27613,1
3038,0
28941,1
19262,1
20842,1
9846,0
11282,0
25112,1
19517,1
22066,1
5109,0
4639,0
16589,1
14403,0
18197,1
16641,1
4203,0
10913,0
9866,0
17504,1
3977,0
15737,1
19707,1
23578,1
5007,0
9653,0
17420,1
18617,1
543,0
13730,0
20653,1
14107,0
15662,1
8273,0
9601,0
16861,1
7862,0
26509,1
21210,1
1222,0
11691,0
2263,0
7353,0
21147,1
10406,0
7007,0
3657,0
3006,0
963,0
533,0
20615,1
2174,0
18688,1
7488,0
19522,1
354,0
16629,1
11395,0
14735,1
27599,1
23889,1
14245,0
3147,0
12147,0
24498,1
28369,1
9132,0
16215,1
12605,0
24152,1
18170,1
21879,1
22396,1
9817,0
6487,0
12790,0
27396,1
12661,0
1199,0
27704,1
4006,0
2013,0
26469,1
12453,0
22034,1
15974,1
19402,1
9943,0
3674,0
19371,1
19277,1
5991,0
13335,0
15798,1
8133,0
14423,0
18939,1
18073,1
28223,1
28724,1
7832,0
25096,1
8375,0
11047,0
5611,0
14172,0
14247,0
22732,1
20258,1
6994,0
4103,0
24303,1
5791,0
7919,0
27132,1
5273,0
15277,1
6018,0
5817,0
16526,1
15896,1
2090,0
20595,1
16989,1
13580,0
13693,0
10772,0
22550,1
23286,1
520,0
10282,0
19006,1
6315,0
20420,1
15153,1
14159,0
1107,0
4000,0
10970,0
12610,0
16531,1
26958,1
11475,0
15378,1
13347,0
20887,1
24426,1
8493,0
1605,0
3060,0
23583,1
16227,1
9596,0
1545,0
28745,1
7054,0
7642,0
25682,1
14642,1
13587,0
9273,0
19938,1
3915,0
18876,1
24073,1
11170,0
1550,0
9193,0
9236,0
2553,0
6316,0
5320,0
5418,0
11203,0
20720,1
10826,0
22231,1
4157,0
19922,1
3697,0
8751,0
27502,1
16360,1
8097,0
7178,0
16521,1
20334,1
11224,0
20500,1
27572,1
28732,1
2161,0
11538,0
28349,1
16759,1
28300,1
17212,1
7948,0
2016,0
13481,0
5001,0
14343,0
6295,0
1892,0
1978,0
19230,1
14253,0
25508,1
21323,1
26195,1
3700,0
3088,0
5514,0
20971,1
4490,0
27954,1
1073,0
16016,1
27021,1
13976,0
14313,0
2961,0
23034,1
20848,1
12785,0
16382,1
57,0
17326,1
26143,1
21073,1
20243,1
16503,1
4733,0
26201,1
12205,0
21148,1
21593,1
7823,0
17194,1
14762,1
14863,1
13059,0
19227,1
17466,1
17684,1
4899,0
27226,1
6914,0
28532,1
27190,1
352,0
17073,1
8649,0
2859,0
11727,0
16322,1
7958,0
3464,0
2523,0
23964,1
6711,0
4762,0
1586,0
6787,0
1811,0
22630,1
8952,0
14411,0
19800,1
9548,0
12325,0
14047,0
1049,0
22248,1
4143,0
7678,0
23412,1
22041,1
28702,1
19837,1
21985,1
7112,0
22903,1
13171,0
16874,1
11904,0
3493,0
9930,0
29225,1
7667,0
3496,0
15254,1
2445,0
28401,1
21248,1
24408,1
17337,1
2618,0
13249,0
9574,0
29004,1
15422,1
26217,1
3509,0
556,0
12450,0
11472,0
19542,1
23377,1
7371,0
460,0
19505,1
5022,0
27629,1
9878,0
17198,1
14085,0
10693,0
8744,0
3838,0
13905,0
559,0
8584,0
13055,0
25639,1
1795,0
16550,1
12924,0
832,0
19747,1
1451,0
20276,1
7243,0
28379,1
19590,1
14088,0
1428,0
1090,0
27452,1
8707,0
3175,0
13476,0
25461,1
26989,1
18045,1
8217,0
15494,1
8339,0
4786,0
23375,1
1660,0
27414,1
27308,1
9240,0
4721,0
17389,1
8923,0
23846,1
16414,1
3014,0
16665,1
2969,0
24699,1
20574,1
26913,1
26637,1
12288,0
21253,1
9437,0
22050,1
16313,1
3220,0
1048,0
3888,0
11494,0
24318,1
20666,1
12720,0
24824,1
22411,1
23235,1
9005,0
2740,0
16280,1
1529,0
8576,0
28940,1
6302,0
18495,1
8747,0
1061,0
18413,1
20985,1
11141,0
24351,1
7045,0
23224,1
16735,1
16290,1
25328,1
15074,1
6214,0
16664,1
11849,0
18890,1
28387,1
12300,0
2221,0
18446,1
4194,0
4296,0
23491,1
16666,1
16175,1
26436,1
3691,0
15197,1
22701,1
21924,1
16211,1
14696,1
28605,1
16959,1
4717,0
24693,1
3386,0
26162,1
12672,0
17972,1
10225,0
23434,1
137,0
7329,0
10164,0
25766,1
25818,1
10396,0
3617,0
9165,0
27844,1
24657,1
26231,1
8770,0
24615,1
21284,1
4421,0
14959,1
2873,0
18502,1
2416,0
5054,0
25783,1
7020,0
14595,0
20469,1
27983,1
10029,0
24087,1
18344,1
26662,1
29290,1
20548,1
18838,1
17085,1
25359,1
13967,0
25561,1
934,0
17810,1
5454,0
20207,1
11775,0
24451,1
5424,0
22133,1
23285,1
14299,0
16323,1
6906,0
25678,1
3120,0
5712,0
11893,0
8835,0
22436,1
12656,0
1712,0
6505,0
7695,0
9046,0
29112,1
12983,0
22918,1
24112,1
27747,1
10157,0
12089,0
2267,0
19116,1
28586,1
29170,1
10089,0
17377,1
5047,0
26938,1
15871,1
9551,0
26191,1
2014,0
1866,0
3283,0
22374,1
7017,0
622,0
12340,0
22801,1
17322,1
7932,0
26224,1
8878,0
24346,1
25309,1
9290,0
13658,0
9663,0
9308,0
7065,0
6872,0
10399,0
14585,0
27439,1
7793,0
28126,1
9253,0
23653,1
4481,0
27890,1
25982,1
18676,1
25703,1
20928,1
26053,1
2854,0
22854,1
28404,1
1450,0
21504,1
15924,1
16523,1
25386,1
22403,1
15642,1
22103,1
2568,0
18451,1
16458,1
18489,1
24349,1
28949,1
16511,1
7519,0
10543,0
15805,1
14719,1
16864,1
28408,1
11098,0
14755,1
22008,1
22650,1
3453,0
5559,0
24749,1
12818,0
25838,1
14725,1
15945,1
1257,0
6000,0
5741,0
7184,0
11185,0
21595,1
11290,0
20878,1
26590,1
7654,0
26601,1
8315,0
24214,1
16082,1
21219,1
13009,0
9470,0
13071,0
9442,0
23762,1
22507,1
28307,1
12778,0
25499,1
6406,0
19705,1
9230,0
14882,1
9011,0
23153,1
21450,1
21972,1
18098,1
8885,0
20540,1
18400,1
3851,0
7216,0
2605,0
10562,0
17917,1
2623,0
27694,1
3336,0
17853,1
29,0
16155,1
25026,1
15639,1
1765,0
22634,1
12301,0
6691,0
15271,1
23896,1
12486,0
4341,0
26149,1
12532,0
22308,1
4283,0
13880,0
3916,0
12189,0
26476,1
15006,1
29189,1
22856,1
24325,1
23775,1
15483,1
29294,1
23614,1
3108,0
18315,1
11261,0
20159,1
3443,0
26560,1
1066,0
4491,0
18023,1
13813,0
27733,1
22912,1
13317,0
15837,1
10659,0
23045,1
19134,1
24017,1
14614,0
15061,1
23979,1
23187,1
9256,0
8538,0
2851,0
28296,1
14387,0
3807,0
24839,1
14005,0
18150,1
8594,0
28436,1
23011,1
2746,0
1757,0
3357,0
4978,0
11641,0
13735,0
15402,1
23145,1
5722,0
22235,1
7578,0
10721,0
25943,1
12343,0
22170,1
21551,1
17304,1
23910,1
27087,1
7946,0
21570,1
10847,0
28863,1
17330,1
7471,0
21675,1
22135,1
9777,0
23257,1
9713,0
5685,0
1149,0
18280,1
7439,0
21305,1
3875,0
20274,1
7386,0
25764,1
4871,0
1599,0
27121,1
4952,0
18737,1
3705,0
10362,0
17770,1
22958,1
13121,0
8052,0
11412,0
28264,1
5014,0
11030,0
22627,1
9824,0
18906,1
7729,0
2663,0
10943,0
21025,1
18160,1
9417,0
21009,1
29133,1
27090,1
13971,0
2892,0
13092,0
12401,0
356,0
16496,1
14992,1
13600,0
14477,0
27596,1
27364,1
23061,1
20658,1
27640,1
10228,0
21215,1
22812,1
27153,1
21552,1
6256,0
6629,0
23376,1
16380,1
6146,0
25921,1
4533,0
15665,1
4358,0
7843,0
19694,1
2789,0
11358,0
3153,0
28448,1
21901,1
28096,1
9996,0
27793,1
3089,0
8427,0
16169,1
4482,0
18303,1
18040,1
21965,1
5665,0
14903,1
26729,1
9486,0
21338,1
4269,0
12687,0
15938,1
15257,1
20421,1
2338,0
9687,0
25724,1
18309,1
7022,0
26851,1
13538,0
164,0
24680,1
24932,1
5812,0
24535,1
14536,0
3810,0
15420,1
3879,0
3710,0
26556,1
4901,0
10565,0
27642,1
8881,0
6122,0
17588,1
1916,0
29242,1
29000,1
9347,0
407,0
8560,0
11194,0
4959,0
130,0
27980,1
21301,1
15167,1
5436,0
526,0
6766,0
22857,1
477,0
17125,1
2947,0
8691,0
15954,1
10869,0
21019,1
14044,0
17851,1
1653,0
16061,1
15291,1
17646,1
19720,1
15701,1
12084,0
21717,1
6700,0
1324,0
8240,0
11164,0
27506,1
25731,1
5098,0
3502,0
14111,0
23182,1
26718,1
9207,0
3598,0
688,0
13940,0
4881,0
5873,0
27062,1
18532,1
12607,0
18728,1
10798,0
5504,0
22704,1
20488,1
7625,0
1180,0
4110,0
4294,0
7130,0
8870,0
14619,0
10551,0
2232,0
26675,1
17752,1
17018,1
14540,0
27277,1
8048,0
1730,0
2485,0
17691,1
17738,1
27761,1
13015,0
27633,1
11499,0
21180,1
23950,1
13077,0
27101,1
26678,1
22371,1
16693,1
1751,0
17709,1
17481,1
19526,1
11436,0
1067,0
812,0
16799,1
6202,0
24241,1
26216,1
3145,0
28374,1
1646,0
7664,0
11597,0
10082,0
70,0
5193,0
17834,1
18943,1
29036,1
2079,0
15365,1
9459,0
3578,0
12766,0
22007,1
18703,1
5389,0
28035,1
16907,1
753,0
14418,0
24806,1
15978,1
16572,1
19360,1
11766,0
18946,1
6636,0
14040,0
16474,1
28531,1
8958,0
1902,0
15434,1
7870,0
22268,1
12824,0
3835,0
25980,1
26936,1
26797,1
25770,1
1395,0
8229,0
14471,0
10073,0
23206,1
5414,0
26419,1
6828,0
12710,0
10272,0
26022,1
24345,1
18824,1
16680,1
27680,1
5254,0
568,0
10504,0
20625,1
7506,0
7301,0
6343,0
12302,0
19301,1
18761,1
2695,0
5355,0
15246,1
642,0
28090,1
2159,0
9708,0
11201,0
20875,1
18969,1
25262,1
10898,0
3400,0
23087,1
20017,1
19355,1
29315,1
15185,1
19140,1
21975,1
5500,0
3765,0
2615,0
26625,1
9426,0
15283,1
24689,1
25878,1
24132,1
27972,1
10268,0
18144,1
887,0
14331,0
23389,1
17518,1
11765,0
19698,1
26904,1
2524,0
13474,0
16041,1
10700,0
25612,1
17248,1
2771,0
9900,0
23128,1
6098,0
18302,1
3673,0
9519,0
11872,0
22176,1
5252,0
5341,0
10315,0
10905,0
17612,1
11127,0
3076,0
22570,1
24009,1
27671,1
21808,1
1402,0
5739,0
5602,0
14383,0
14564,0
10559,0
26911,1
9406,0
2212,0
8951,0
19059,1
18037,1
28452,1
23887,1
22679,1
5956,0
15151,1
8277,0
18434,1
21847,1
12524,0
27691,1
26543,1
28426,1
17714,1
8963,0
503,0
29079,1
472,0
24004,1
21488,1
25580,1
7811,0
3266,0
12286,0
24926,1
20912,1
11206,0
22080,1
20103,1
18417,1
28320,1
4456,0
27565,1
2569,0
14070,0
13763,0
2050,0
17520,1
15566,1
27293,1
2011,0
19569,1
26427,1
2042,0
19611,1
14239,0
22165,1
20354,1
28255,1
23417,1
21192,1
29073,1
28850,1
24730,1
11429,0
9467,0
4774,0
7366,0
14090,0
16188,1
13574,0
5361,0
15590,1
10409,0
11509,0
1979,0
24675,1
27075,1
24775,1
17681,1
27720,1
29200,1
11610,0
19717,1
25255,1
17761,1
20643,1
10683,0
3354,0
22941,1
22143,1
3247,0
11548,0
5540,0
11473,0
20162,1
22312,1
18102,1
1947,0
4339,0
20933,1
84,0
651,0
4392,0
21905,1
3322,0
3956,0
22520,1
20727,1
1467,0
6792,0
19077,1
18256,1
5870,0
12685,0
11273,0
1798,0
23771,1
14357,0
25073,1
11860,0
1448,0
14015,0
12863,0
22611,1
9292,0
21206,1
3837,0
28085,1
21099,1
9315,0
8786,0
4883,0
3906,0
3042,0
19828,1
8732,0
22278,1
27907,1
17364,1
4946,0
12480,0
14603,0
3489,0
11337,0
16434,1
20020,1
5866,0
12226,0
176,0
6902,0
16965,1
8654,0
28874,1
6931,0
18064,1
28397,1
12862,0
7348,0
13974,0
8324,0
21845,1
15189,1
11710,0
25474,1
13196,0
12743,0
1714,0
6544,0
1559,0
19688,1
23867,1
26925,1
3558,0
13103,0
16820,1
28180,1
16652,1
27711,1
20945,1
19755,1
13162,0
2457,0
13579,0
19419,1
321,0
6501,0
26498,1
9762,0
26519,1
6705,0
21423,1
95,0
2629,0
808,0
13350,0
24776,1
10495,0
2324,0
25761,1
24630,1
12796,0
13449,0
27230,1
27028,1
3429,0
6791,0
9844,0
21342,1
22451,1
10123,0
2336,0
7067,0
4139,0
25043,1
13920,0
5358,0
582,0
22971,1
21151,1
14256,0
21946,1
27834,1
26327,1
16941,1
767,0
21938,1
3601,0
19619,1
12127,0
9581,0
23121,1
14443,0
2578,0
23831,1
3134,0
10752,0
16138,1
13493,0
159,0
17743,1
10642,0
22074,1
19400,1
22087,1
20127,1
28924,1
12642,0
8541,0
14138,0
25016,1
1041,0
20760,1
5062,0
13111,0
13550,0
26367,1
8954,0
27144,1
25086,1
9978,0
4266,0
6833,0
8919,0
7177,0
8204,0
5663,0
10575,0
20244,1
10435,0
19330,1
11028,0
12693,0
29080,1
17033,1
19980,1
10603,0
22793,1
10878,0
13583,0
23646,1
12357,0
912,0
19350,1
20728,1
4032,0
25686,1
26596,1
28157,1
12986,0
15754,1
3666,0
12348,0
20072,1
21165,1
8299,0
22203,1
6179,0
5161,0
26256,1
5201,0
29118,1
21296,1
14268,0
3155,0
11997,0
16504,1
19000,1
7280,0
1738,0
9619,0
17026,1
15796,1
7119,0
14955,1
7287,0
6975,0
10171,0
21021,1
3143,0
27212,1
20621,1
616,0
12341,0
23367,1
12253,0
3571,0
5748,0
17577,1
9419,0
9689,0
18901,1
20287,1
28310,1
28673,1
24491,1
29303,1
2707,0
26771,1
22692,1
15416,1
9097,0
3736,0
20345,1
7573,0
28795,1
18265,1
20674,1
10992,0
28277,1
9472,0
15699,1
23920,1
2611,0
25027,1
8225,0
4365,0
26144,1
26812,1
20518,1
24111,1
16199,1
6016,0
19287,1
4376,0
6415,0
20559,1
2054,0
12623,0
1810,0
20883,1
20123,1
13102,0
29273,1
24984,1
4141,0
3803,0
18642,1
20695,1
28473,1
23577,1
27556,1
10717,0
5597,0
22101,1
17893,1
28159,1
6367,0
18295,1
27734,1
19579,1
2411,0
3817,0
12650,0
12545,0
19961,1
12293,0
3368,0
28838,1
2687,0
2510,0
1463,0
6197,0
2577,0
6317,0
9703,0
23654,1
11117,0
5204,0
11404,0
4812,0
29328,1
6299,0
28184,1
6690,0
21199,1
6785,0
10914,0
16272,1
26795,1
23520,1
11835,0
15734,1
7237,0
5008,0
13472,0
862,0
7567,0
13997,0
5527,0
19274,1
28845,1
24405,1
3620,0
341,0
9714,0
25890,1
25214,1
12144,0
19357,1
1236,0
6953,0
6274,0
21862,1
3048,0
25972,1
24145,1
20636,1
21010,1
17344,1
16267,1
29279,1
17784,1
25479,1
3631,0
26723,1
22860,1
18149,1
29139,1
6210,0
25781,1
16949,1
1928,0
21656,1
8333,0
9281,0
11740,0
16623,1
17016,1
15274,1
9267,0
26667,1
23900,1
9121,0
9860,0
25331,1
9883,0
1919,0
28158,1
21815,1
4379,0
19998,1
18784,1
5669,0
7207,0
15517,1
12131,0
11065,0
18371,1
16833,1
19896,1
4616,0
8521,0
8800,0
18048,1
24639,1
4287,0
12512,0
6150,0
29236,1
10999,0
24375,1
24528,1
19848,1
17440,1
24083,1
1835,0
5187,0
12712,0
20238,1
20138,1
27000,1
3171,0
18814,1
13523,0
1347,0
2383,0
2526,0
23859,1
25085,1
2069,0
18103,1
27139,1
13354,0
19865,1
5340,0
18559,1
19189,1
13611,0
21579,1
7869,0
4225,0
9451,0
5431,0
155,0
25020,1
18091,1
11056,0
2306,0
27048,1
28094,1
22536,1
11142,0
24466,1
6270,0
18189,1
16877,1
5332,0
18349,1
5759,0
3936,0
17105,1
927,0
8138,0
11235,0
22545,1
20752,1
2104,0
4777,0
6554,0
24976,1
16344,1
4244,0
7218,0
12882,0
14308,0
802,0
6955,0
18986,1
14288,0
10829,0
20628,1
27468,1
14186,0
5379,0
8903,0
10664,0
14892,1
18395,1
1487,0
11833,0
11076,0
2111,0
13010,0
14133,0
1299,0
19931,1
26142,1
11714,0
17703,1
16739,1
23214,1
1303,0
8761,0
487,0
27887,1
19643,1
23692,1
5720,0
17617,1
3106,0
17352,1
6969,0
22755,1
13674,0
14928,1
20380,1
9452,0
2586,0
16487,1
21397,1
7910,0
4816,0
25249,1
3802,0
28279,1
15073,1
12952,0
1735,0
5919,0
3203,0
20384,1
22714,1
27605,1
10566,0
2905,0
26340,1
3457,0
5502,0
17203,1
8162,0
14212,0
15332,1
24300,1
25762,1
11731,0
17924,1
20343,1
22512,1
4443,0
24409,1
13727,0
18229,1
11874,0
5857,0
18524,1
6802,0
2501,0
8272,0
24429,1
4664,0
18919,1
13124,0
3521,0
18334,1
21966,1
186,0
9484,0
406,0
25793,1
29028,1
20418,1
13680,0
25931,1
23017,1
22382,1
14922,1
26979,1
4472,0
7959,0
11274,0
22361,1
18606,1
4286,0
16329,1
2672,0
11441,0
12388,0
2398,0
20527,1
24060,1
3907,0
24827,1
14774,1
16312,1
21173,1
25836,1
9626,0
29234,1
27588,1
6134,0
17968,1
6640,0
2427,0
5051,0
22211,1
23216,1
26158,1
27935,1
19111,1
4612,0
15680,1
23977,1
19795,1
24586,1
6795,0
6566,0
16305,1
15203,1
27088,1
1742,0
11094,0
3585,0
20403,1
1082,0
1397,0
5172,0
10279,0
7616,0
2809,0
2635,0
17383,1
990,0
27832,1
2847,0
8894,0
12807,0
580,0
4740,0
17706,1
15198,1
3059,0
18246,1
2932,0
249,0
22772,1
613,0
8180,0
14462,0
28368,1
25298,1
5061,0
19963,1
18604,1
16508,1
846,0
7389,0
6716,0
28367,1
14812,1
22681,1
10865,0
22746,1
8430,0
531,0
16755,1
27008,1
12872,0
6290,0
5842,0
5700,0
27967,1
21013,1
26511,1
12915,0
4401,0
14726,1
9789,0
28661,1
27602,1
11162,0
22164,1
16124,1
17091,1
5806,0
9169,0
16815,1
18616,1
27901,1
28124,1
28148,1
5885,0
11544,0
12508,0
11665,0
3972,0
16260,1
19792,1
20845,1
13017,0
10767,0
21686,1
24664,1
22098,1
14914,1
25860,1
3749,0
11492,0
19809,1
22937,1
12538,0
5004,0
11759,0
7005,0
5059,0
589,0
9072,0
26593,1
8548,0
870,0
9491,0
19016,1
29095,1
24008,1
11981,0
2347,0
1722,0
22333,1
20175,1
27495,1
19669,1
26942,1
5827,0
24632,1
28245,1
7261,0
3364,0
26365,1
12528,0
18639,1
15767,1
23558,1
5236,0
20247,1
28313,1
22474,1
343,0
9541,0
6393,0
20766,1
18700,1
3161,0
1694,0
83,0
2087,0
12389,0
23126,1
16351,1
10106,0
19901,1
18101,1
17940,1
4430,0
12318,0
2379,0
11770,0
729,0
22882,1
10418,0
15242,1
658,0
16295,1
20381,1
24622,1
21003,1
6496,0
20740,1
28006,1
5622,0
9131,0
5306,0
24453,1
20700,1
28650,1
28582,1
6755,0
3294,0
16057,1
29218,1
10507,0
16221,1
26102,1
6492,0
23201,1
4277,0
4915,0
7309,0
15413,1
2426,0
14419,0
12204,0
23362,1
20533,1
27279,1
24677,1
17090,1
25287,1
21715,1
2480,0
226,0
3481,0
5301,0
26736,1
9177,0
19642,1
6061,0
5784,0
20002,1
10258,0
26604,1
5702,0
11090,0
11861,0
27924,1
21804,1
24279,1
6140,0
8689,0
11167,0
23915,1
14307,0
18512,1
16998,1
20359,1
12459,0
19513,1
1706,0
3359,0
1824,0
5293,0
19583,1
2008,0
27152,1
3016,0
8865,0
2531,0
23509,1
483,0
23820,1
3774,0
23726,1
10569,0
1595,0
19249,1
22832,1
29078,1
29212,1
24617,1
28372,1
8669,0
8259,0
9915,0
10260,0
10720,0
828,0
11859,0
